index(discard),year,bechdel_rating,title,imdb_id
649,1948,2,Bonnie Prince Charlie,0040183
650,1948,3,Enchantment,0040321
651,1948,2,Anna Karenina,0040098
652,1948,0,Command Decision,0040242
653,1948,0,Rudolph the Red-Nosed Reindeer,0156031
654,1948,3,Easter Parade,0040308
655,1948,0,Rope,0040746
656,1948,3,"Snake Pit, The",0040806
657,1948,1,Casbah,0040214
658,1948,1,"Fuller Brush Man, The",0040379
659,1948,3,Mr. Blandings Builds His Dream House,0040613
660,1948,0,"Treasure of the Sierra Madre, The",0040897
661,1948,3,I Remember Mama,0040458
662,1948,2,Act of Violence,0041088
663,1948,1,Call Northside 777,0040202
664,1948,3,Joan of Arc,0040491
665,1948,2,Bicycle Thieves,0040522
666,1948,1,Melody Time,0040580
667,1948,1,Macbeth,0040558
668,1948,0,It Happened in Europe,0039949
669,1948,3,Abbott and Costello Meet Frankenstein,0040068
670,1948,1,"Naked City, The",0040636
671,1948,3,Key Largo,0040506
672,1948,3,Brighton Rock,0039220
673,1948,3,Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,0189219
674,1949,0,"Third Man, The",0041959
675,1949,3,"Barkleys of Broadway, The",0041158
676,1949,3,On the Town,0041716
677,1949,3,Adam&#39;s Rib,0041090
678,1949,3,Pinky,0041746
679,1949,3,Caught,0040221
680,1949,0,"Set-Up, The",0041859
681,1949,3,Little Women,0041594
682,1949,0,Mighty Joe Young,0041650
683,1949,2,"Man on the Eiffel Tower, The",0041628
684,1949,3,Late Spring,0041154
685,1949,3,A Letter to Three Wives,0041587
686,1949,1,Kind Hearts and Coronets,0041546
687,1949,1,"Fountainhead, The",0041386
688,1949,3,"Heiress, The",0041452
689,1949,2,I Was a Male War Bride,0041498
690,1949,0,"Adventures of Ichabod and Mr. Toad, The",0041094
691,1949,3,Under Capricorn,0042004
692,1949,1,All the King&#39;s Men,0041113
693,1949,0,Tarzan&#39;s Magic Fountain,0041947
694,1949,0,Jour de Fete,0040497
695,1949,3,Flame of My Love,0042031
696,1949,3,Flamingo Road,0041373
697,1949,3,Come to the Stable,0041257
698,1950,3,All About Eve,0042192
699,1950,3,Sunset Blvd.,0043014
700,1950,3,Cinderella,0042332
701,1950,0,Rashomon,0042876
702,1950,3,Summer Stock,0043012
703,1950,1,"Asphalt Jungle, The",0042208
704,1950,2,Harvey,0042546
705,1950,2,Orpheus,0041719
706,1950,3,Born Yesterday,0042276
707,1950,1,"Flying Saucer, The",0042469
708,1950,2,In a Lonely Place,0042593
709,1950,3,Odette,0043871
710,1950,3,No Way Out,0042792
711,1950,1,D.O.A.,0042369
712,1950,3,Stage Fright,0042994
713,1950,3,Scandal,0042958
714,1950,3,Les enfants terribles,0042436
715,1950,3,Three Secrets,0043045
716,1950,0,Tarzan and the Slave Girl,0043025
717,1950,3,Caged,0042296
718,1950,0,Panic in the Streets,0042832
719,1950,3,Gun Crazy,0042530
720,1950,1,Winchester &#39;73,0043137
721,1951,2,Ace In The Hole,0043338
722,1951,2,Strangers on a Train,0044079
723,1951,3,Alice in Wonderland,0043274
724,1951,0,"African Queen, The",0043265
725,1951,3,"Day the Earth Stood Still, The",0043456
726,1951,3,A Streetcar Named Desire,0044081
727,1951,3,Show Boat,0044030
728,1951,1,Diary of a Country Priest,0042619
729,1951,1,An American in Paris,0043278
730,1951,3,Early Summer,0043313
731,1951,1,"Thing from Another World, The",0044121
732,1951,3,Bellissima,0043332
733,1951,3,Take Care of My Little Girl,0044100
734,1951,3,Quo Vadis,0043949
735,1951,3,Cause for Alarm!,0043390
736,1951,3,Westward the Women,0044205
737,1951,3,"Idiot, The",0043614
738,1951,3,Surcos,0044092
739,1951,1,Tarzan&#39;s Peril,0043695
740,1952,3,Singin&#39; in the Rain,0045152
741,1952,2,"Magic Box, The",0043769
742,1952,0,"Big Sky, The",0044419
743,1952,3,Lovely to Look at,0044855
744,1952,2,High Noon,0044706
745,1952,1,"Quiet Man, The",0045061
746,1952,3,Clash by Night,0044502
747,1952,3,Forbidden Games,0043686
748,1952,1,Limelight,0044837
749,1952,1,"Snows of Kilimanjaro, The",0045162
750,1952,1,Ikiru,0044741
751,1952,2,"Bad and the Beautiful, The",0044391
752,1952,3,Europe &#39;51,0043511
753,1952,2,"Greatest Show on Earth, The",0044672
754,1952,0,Tarzan&#39;s Savage Fury,0045220
755,1952,2,Parasakthi,0215033
756,1952,3,"Story of Robin Hood and His Merrie Men, The",0045197
757,1952,3,"Sound Barrier, The",0044446
758,1952,2,Ivanhoe,0044760
759,1953,1,Julius Caesar,0045943
760,1953,3,Peter Pan,0046183
761,1953,1,Le Salaire de la Peur,0046268
762,1953,3,Roman holiday,0046250
763,1953,2,Mogambo,0046085
764,1953,3,Tokyo Story,0046438
765,1953,1,"Band Wagon, The",0045537
766,1953,0,Stalag 17,0046359
767,1953,1,"War of the Worlds, The",0046534
768,1953,3,Calamity Jane,0045591
769,1953,3,Gentlemen Prefer Blondes,0045810
770,1953,3,"Cruel Sea, The",0045659
771,1953,3,Miss Sadie Thompson,0046076
772,1953,3,Salome,0046269
773,1953,1,Shane,0046303
774,1953,1,Mesa of Lost Women,0046066
775,1953,3,From Here to Eternity,0045793
776,1953,0,"Hitch-Hiker, The",0045877
777,1953,1,I Confess,0045897
778,1953,3,"Big Heat, The",0045555
779,1953,3,How to Marry a Millionaire,0045891
780,1953,0,Fear and Desire,0045758
781,1953,3,Pickup on South Street,0046187
782,1953,3,Mr. Hulot&#39;s Holiday,0046487
783,1953,2,Ugetsu,0046478
784,1953,3,Summer with Monika,0046345
785,1953,0,Glen or Glenda,0045826
786,1953,1,"Wild One, The",0047677
787,1953,1,"Beast from 20,000 Fathoms, The",0045546
788,1953,0,Inferno,0045911
789,1953,0,"5,000 Fingers of Dr. T., The",0045464
790,1953,2,It Came from Outer Space,0045920
791,1953,3,"earrings of Madame de..., The",0046022
792,1953,3,House of Wax,0045888
793,1953,1,Tarzan and the She-Devil,0046404
794,1953,3,Cat Women of the Moon,0045609
795,1953,3,"Man Between, The",0046031
796,1954,2,Phffft,0047349
797,1954,1,Touchez pas au grisbi,0046451
798,1954,3,Seven Brides for Seven Brothers,0047472
799,1954,3,White Christmas,0047673
800,1954,2,Johnny Guitar,0047136
801,1954,0,On the Waterfront,0047296
802,1954,0,20000 Leagues Under the Sea,0046672
803,1954,3,Rear Window,0047396
804,1954,1,Them!,0047573
805,1954,3,Sabrina,0047437
806,1954,3,Hobson&#39;s Choice,0047094
807,1954,1,Knock on Wood,0047152
808,1954,0,Dial M for Murder,0046912
809,1954,0,Shichinin no samurai,0047478
810,1954,1,A Star Is Born,0047522
811,1954,2,Executive Suite,0046963
812,1954,3,Journey to Italy,0046511
813,1954,2,"Glenn Miller Story, The",0047030
814,1954,3,Three Coins in the Fountain,0047580
815,1954,3,Late Chrysanthemuns,0046750
816,1954,0,Creature from the Black Lagoon,0046876
817,1954,2,Attila,0046731
818,1954,3,Salt of the Earth,0047443
819,1954,1,Gojira,0047034
820,1954,0,Animal Farm,0047834
821,1954,3,Uwasa no onna,0047638
822,1954,3,Comicos,0045665
823,1954,1,An American in Rome,0046705
824,1954,3,Carmen Jones,0046828
825,1954,3,Miseria e nobilta,0047238
826,1954,3,Jail Bait,0047127
827,1954,1,"Caine Mutiny, The",0046816
828,1954,1,Senso,0047469
829,1955,3,To Catch a Thief,0048728
830,1955,3,"Night of the Hunter, The",0048424
831,1955,2,Lady and the Tramp,0048280
832,1955,3,Daddy Long Legs,0047969
833,1955,2,Sommarnattens leende (Smiles of a Summer Night),0048641
834,1955,3,"Ladykillers, The",0048281
835,1955,3,Guys and Dolls,0048140
836,1955,3,Diabolique,0046911
837,1955,1,"Dam Busters, The",0046889
838,1955,1,Rebel Without a Cause,0048545
839,1955,3,"Fast and the Furious, The",0046969
840,1955,2,"Big Combo, The",0047878
841,1955,1,Rififi,0048021
842,1955,3,We&#39;re No Angels,0048801
843,1955,3,Bride of the Monster,0047898
844,1955,0,Tarantula,0048696
845,1955,3,Marty,0048356
846,1955,3,Oklahoma!,0048445
847,1955,1,"Seven Year Itch, The",0048605
848,1955,3,Summertime,0048673
849,1955,1,Killer&#39;s Kiss,0048254
850,1955,3,Pather Panchali,0048473
851,1955,2,Godzilla Raids Again,0048127
852,1955,0,This Island Earth,0047577
853,1955,3,"Glass Slipper, The",0048124
854,1955,3,My Sister Eileen,0048401
855,1955,0,"Prisoner, The",0048512
856,1955,2,"Trouble with Harry, The",0048750
857,1955,3,"Prodigal, The",0048517
858,1955,3,Les grandes manoeuvres,0048133
859,1955,2,Not as a Stranger,0048432
860,1955,3,Le amiche,0047821
861,1955,3,All That Heaven Allows,0047811
862,1955,3,Lola Mont&egrave;s,0048308
863,1955,0,Bad Day at Black Rock,0047849
864,1955,3,Richard III,0049674
865,1955,3,School for Love,0048103
866,1956,3,"Searchers, The",0049730
867,1956,2,"Spanish Gardener, The",0049787
868,1956,3,"Bad Seed, The",0048977
869,1956,2,"King and I, The",0049408
870,1956,1,"Iron Petticoat, The",0049369
871,1956,1,"Wrong Man, The",0051207
872,1956,0,Forbidden Planet,0049223
873,1956,3,Gunslinger,0049287
874,1956,3,Invasion of the Body Snatchers,0049366
875,1956,2,"Court Jester, The",0049096
876,1956,3,War and Peace,0049934
877,1956,0,Bigger Than Life,0049010
878,1956,2,"Ten Commandments, The",0049833
879,1956,3,...And God Created Woman,0049189
880,1956,0,Around the World in Eighty Days,0048960
881,1956,3,"Proud and Profane, The",0049640
882,1956,1,Indestructible Man,0049363
883,1956,3,Bus Stop,0049038
884,1956,1,"Killing, The",0049406
885,1956,3,Aparajito,0048956
886,1956,0,Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,0049902
887,1956,1,Rodan,0049782
888,1956,3,"Man Who Never Was, The",0049471
889,1956,3,High Society,0049314
890,1956,3,Calle mayor [Main Street],0049043
891,1956,2,"Man Who Knew Too Much, The",0049470
892,1956,3,Flowing,0049537
893,1956,1,"Unguarded Moment, The",0049904
894,1956,3,Eyewitness,0049196
895,1956,3,Sissi - The Young Empress,0049762
896,1956,2,La banda degli onesti,0048981
897,1956,1,"Captain from Kopenick, The",0049293
898,1956,3,Le coup du berger,0049095
899,1956,3,Autumn Leaves,0048967
900,1956,3,Baby Doll,0048973
901,1956,3,Yield to the Night,0049019
902,1956,2,Love Me Tender,0049452
903,1956,3,Her Bridal Night,0049483
904,1957,0,12 Angry Men,0050083
905,1957,2,"True Story of Jesse James, The",0051114
906,1957,3,Desk Set,0050307
907,1957,3,"Cranes Are Flying, The",0050634
908,1957,0,"Incredible Shrinking Man, The",0050539
909,1957,0,Paths of Glory,0050825
910,1957,1,Old Yeller,0050798
911,1957,0,Three Faces of Eve,0051077
912,1957,3,Funny Face,0050419
913,1957,3,Nights of Cabiria,0050783
914,1957,1,Kanal,0050585
915,1957,0,"Enemy Below, The",0050356
916,1957,1,"Seventh Seal, The",0050976
917,1957,3,Night of the Demon,0050766
918,1957,1,Sweet Smell of Success,0051036
919,1957,0,Fire Down Below,0050397
920,1957,0,"Heaven Knows, Mr. Allison",0050490
921,1957,2,Smultronst&auml;llet (Wild Strawberries),0050986
922,1957,2,Sayonara,0050933
923,1957,3,Tammy and the Bachelor,0051051
924,1957,1,"Bridge on the River Kwai, The",0050212
925,1957,3,"Prince and the Showgirl, The",0050861
926,1957,2,An Affair to Remember,0050105
927,1957,1,Oedipus Rex,0050792
928,1957,1,A Face in the Crowd,0050371
929,1957,3,Sorority Girl,0050998
930,1957,1,Witness for the Prosecution,0051201
931,1957,3,"Mysterians, The",0050251
932,1957,2,Kiss Them for Me,0050599
933,1957,2,Forty Guns,0050407
934,1957,0,Throne of Blood,0050613
935,1957,3,Amanecer en Puerta Oscura,0050116
936,1957,3,El vampiro,0051151
937,1957,3,Island in the Sun,0050549
938,1957,0,Kronos,0050610
939,1957,3,Danger stalks near,0050421
940,1957,2,La Parisienne,0051133
941,1957,2,"Guns of Fort Petticoat, The",0050470
942,1958,1,Vertigo,0052357
943,1958,3,M&auml;dchen in Uniform,0051964
944,1958,0,"Fabulous World of Jules Verne, The",0052374
945,1958,2,"Vikings, The",0052365
946,1958,0,Run Silent Run Deep,0052151
947,1958,1,Teacher&#39;s Pet,0052278
948,1958,2,"Fly, The",0051622
949,1958,1,"Day the Sky Exploded, The",0051951
950,1958,3,Dracula (Horror of Dracula),0051554
951,1958,3,"Wild Women of Wongo, The",0052394
952,1958,2,"Screaming Skull, The",0052169
953,1958,3,Mon Oncle,0050706
954,1958,1,Touch of Evil,0052311
955,1958,2,Gigi,0051658
956,1958,0,"Defiant Ones, The",0051525
957,1958,3,Auntie Mame,0051383
958,1958,3,Separate Tables,0052182
959,1958,3,South Pacific,0052225
960,1958,3,Indiscreet,0051773
961,1958,1,I Bury the Living,0051755
962,1958,3,"Inn of the Sixth Happiness, The",0051776
963,1958,3,Cat on a Hot Tin Roof,0051459
964,1958,3,Love Is My Profession,0051579
965,1958,0,Blood of the Vampire,0051422
966,1958,0,"Hidden Fortress, The",0051808
967,1958,1,It! The Terror from Beyond Space,0051786
968,1958,3,Brink of Life,0052017
969,1958,3,I Want To Live!,0051758
970,1958,3,Marjorie Morningstar,0051911
971,1958,2,Some Came Running,0052218
972,1958,2,"Female, The",0051608
973,1958,1,King Creole,0051818
974,1958,3,"Night Heaven Fell, The",0050193
975,1959,0,"400 Blows, The",0053198
976,1959,3,Sleeping Beauty,53285
977,1959,3,Ben-Hur,0052618
978,1959,1,Journey to the Center of the Earth,0052948
979,1959,3,"Nun&#39;s Story, The",0053131
980,1959,3,Darby O&#39;Gill and the Little People,0052722
981,1959,3,Some Like It Hot,0053291
982,1959,3,Imitation of Life,0052918
983,1959,1,North By Northwest,0053125
984,1959,3,"Suddenly, Last Summer",0053318
985,1959,3,"Giant Gila Monster, The",0052846
986,1959,3,Araya,0051372
987,1959,1,"Tingler, The",0053363
988,1959,3,Come Dance with Me!,0053428
989,1959,3,Good Morning (Ohay&ocirc;),0053134
990,1959,1,"Great War, The",0052861
991,1959,3,Ghost of Dragstrip Hollow,0052844
992,1959,2,A Bucket of Blood,0052655
993,1959,1,Anatomy of a Murder,0052561
994,1959,3,House on Haunted Hill,0051744
995,1959,3,"Wasp Woman, The",0054462
996,1959,3,"Bat, The",0052602
997,1959,3,Gidget,0052847
998,1959,1,Battle in Outer Space,0053388
999,1959,0,Apur Sansar,0052572
1000,1959,1,Rio Bravo,0053221
1001,1959,3,Pillow Talk,0053172
1002,1959,0,"World, The Flesh and The Devil, The",0053454
1003,1959,1,Plan 9 from Outer Space,0052077
1004,1959,1,Night of the Ghouls,0156843
1005,1959,3,Sleeping Beauty,0053285
1006,1959,3,"Bridge, The",0052654
1007,1959,3,Babette Goes to War,0052595
1008,1959,1,Ballada o soldate,0052600
1009,1960,2,Where the Boys Are,0054469
1010,1960,3,Les yeux sans visage,0053459
1011,1960,0,A bout de souffle,0053472
1012,1960,0,"Magnificent Seven, The",0054047
1013,1960,2,Spartacus,0054331
1014,1960,3,Inherit the Wind,0053946
1015,1960,3,"Apartment, The",0053604
1016,1960,3,Psycho,0054215
1017,1960,3,Exodus,0053804
1018,1960,2,Let&#39;s Make Love,0054022
1019,1960,3,Late Autumn,0053579
1020,1960,3,Body in the Web,0054333
1021,1960,2,Rocco and His Brothers,0054248
1022,1960,3,Black Sunday,0054067
1023,1960,1,Testament of Orpheus,0054377
1024,1960,3,Jigoku (Hell or The Sinners of Hell),0154683
1025,1960,3,"City of the Dead, The",0053719
1026,1960,3,Zazie dans le metro,0054494
1027,1960,3,Make Mine Mink,0054049
1028,1960,3,"Truth, The",0054452
1029,1960,3,"Story of Ruth, The",0054343
1030,1960,3,"Virgin Spring, The",0053976
1031,1960,3,Wild River,0054476
1032,1960,2,La Dolce Vita,0053779
1033,1960,3,La ciociara,0054749
1034,1960,2,Peeping Tom,0054167
1035,1960,0,Le Trou,0054407
1036,1960,3,"Brides of Dracula, The",0053677
1037,1960,2,Shoot the Piano Player,0054389
1038,1960,1,School for Scoundrels,0054279
1039,1960,3,Conspiracy of Hearts,0053732
1040,1960,2,Nerve on Sunday,0054198
1041,1960,1,First Spaceship on Venus,0053250
1042,1960,0,"Time Machine, The",0054387
1043,1960,1,"Bad Sleep Well, The",0054460
1044,1960,3,Les Bonnes Femmes,0053666
1045,1960,0,Last Woman on Earth,0054017
1046,1960,3,L&#39;avventura,0053619
1047,1960,2,"World of Suzie Wong, The",0054483
1048,1960,2,G.I. Blues,0053848
1049,1960,1,Flaming Star,0053825
1050,1960,2,Heller in Pink Tights,0053902
1051,1961,1,Yojimbo,0055630
1052,1961,3,"Children&#39;s Hour, The",0054743
1053,1961,0,"Phantom Planet, The",0055294
1054,1961,2,Breakfast at Tiffany&#39;s,0054698
1055,1961,0,Mysterious Island,0055207
1056,1961,3,Underworld U.S.A.,0055571
1057,1961,3,One Hundred and One Dalmatians,0055254
1058,1961,1,El Cid,0054847
1059,1961,3,"Misfits, The",0055184
1060,1961,0,"Hustler, The",0054997
1061,1961,3,"One, Two, Three",0055256
1062,1961,3,West Side Story,0055614
1063,1961,0,"Beast of Yucca Flats, The",0054673
1064,1961,3,Blue Hawaii,0054692
1065,1961,3,Paris Blues,0055278
1066,1961,3,Splendor in the Grass,0055471
1067,1961,3,A Taste of Honey,0055506
1068,1961,3,"Parent Trap, The",0055277
1069,1961,3,A Raisin in the Sun,0055353
1070,1961,3,Snow White and the Three Stooges,0055458
1071,1961,3,La Notte,0054130
1072,1961,0,Mothra,0055198
1073,1961,0,A Woman Is a Woman,0055572
1074,1961,1,"Guns of Navarone, The",0054953
1075,1961,3,"Curse of the Werewolf, The",0054777
1076,1961,3,"Leon Morin, Priest",0055082
1077,1961,3,Accattone,0054599
1078,1961,0,Through a Glass Darkly,0055499
1079,1961,3,"Innocents, The",0055018
1080,1961,3,Flame in the Streets,0054879
1081,1961,2,Lola,0055093
1082,1961,3,King of Kings,0055047
1083,1961,3,"Please, Not Now!",0054700
1084,1961,2,Flower Drum Song,0054885
1085,1961,2,Why Bother to Knock,0055621
1086,1961,3,Wild in the Country,0055623
1087,1961,3,Girls of the Night,0203040
1088,1962,1,Jules and Jim,0055032
1089,1962,1,Ivanovo detstvo,0056111
1090,1962,0,Lawrence of Arabia,0056172
1091,1962,3,What Ever Happened to Baby Jane?,0056687
1092,1962,3,Lolita,0056193
1093,1962,3,To Kill a Mockingbird,0056592
1094,1962,3,"Day of the Triffids, The",0055894
1095,1962,1,"Manchurian Candidate, The",0056218
1096,1962,1,"Trial, The",0057427
1097,1962,3,"Music Man, The",0056262
1098,1962,3,Carnival of Souls,0055830
1099,1962,3,Cleo from 5 to 7,0055852
1100,1962,2,"Brain That Wouldn&#39;t Die, The",0052646
1101,1962,3,Gypsy,0056048
1102,1962,0,"Trial of Joan of Arc, The",0059616
1103,1962,3,"L-Shaped Room, The",0057239
1104,1962,0,La Jetee,0056119
1105,1962,2,"Devil&#39;s Hand, The",0055902
1106,1962,3,Les dimanches de Ville d&#39;Avray,0055910
1107,1962,2,That Touch of Mink,0056575
1108,1962,1,Dr. No,0055928
1109,1962,3,"Miracle Worker, The",0056241
1110,1962,3,King Kong vs. Godzilla,0056142
1111,1962,3,Hatari!,0056059
1112,1962,3,"Loneliness of the Long Distance Runner, The",0056194
1113,1962,2,Boccaccio &acute;70,0055805
1114,1962,3,Advise &amp; Consent,0055728
1115,1962,0,War of the Buttons,0054949
1116,1962,1,Cartouche,0055832
1117,1962,1,Atraco a las tres,0055763
1118,1962,3,Walk on the Wild Side,0056671
1119,1962,3,Vivre Sa Vie,0056663
1120,1962,0,"Longest Day, The",0056197
1121,1962,1,"Treasure of the Silver Lake, The",0056452
1122,1962,0,Antoine and Colette,1180329
1123,1962,0,Hara-Kiri,0056058
1124,1962,3,L&#39;eclisse,0056736
1125,1962,3,"Exterminating Angel, The",0056732
1126,1962,3,Love on a Pillow,0056404
1127,1962,3,Only Two Can Play,0056308
1128,1962,3,Follow That Dream,0055992
1129,1962,1,Kid Galahad,0056138
1130,1962,2,Girls! Girls! Girls!,0056023
1131,1962,3,Adieu Philippine,0143088
1132,1962,3,"Wonderful World of the Brothers Grimm, The",0056700
1133,1963,0,"Great Escape, The",0057115
1134,1963,2,Irma la Douce,0057187
1135,1963,1,"Pink Panther, The",0057413
1136,1963,1,55 Days at Peking,0056800
1137,1963,1,"Bakery Girl of Monceau, The",0056884
1138,1963,2,Charade,0056923
1139,1963,0,Lord of the Flies,0057261
1140,1963,0,Shock Corridor,0057495
1141,1963,3,"Birds, The",0056869
1142,1963,2,Beach Party,0056860
1143,1963,3,Carry on Cabby,0056912
1144,1963,1,Contempt,0057345
1145,1963,3,Bye Bye Birdie,0056891
1146,1963,0,"Sword in the Stone, The",0057546
1147,1963,0,Khaneh siah ast (The House is Black),0336693
1148,1963,3,"Haunting, The",0057129
1149,1963,2,"Kiss of the Vampire, The",0057226
1150,1963,3,Summer Magic,0057542
1151,1963,3,Dementia 13,0056983
1152,1963,3,Tom Jones,0057590
1153,1963,3,From Russia with Love,0057076
1154,1963,1,X: The Man with the X-Ray Eyes,0057693
1155,1963,3,"Move Over, Darling",0057329
1156,1963,3,"Silence, The",0057611
1157,1963,1,"Raven, The",0057449
1158,1963,0,"Guest, The",0058164
1159,1963,3,8&frac12;,0056801
1160,1963,3,Sanjuro,0056443
1161,1963,1,El verdugo,0057643
1162,1963,0,Atragon,0057215
1163,1963,3,Summer Holiday,0057541
1164,1963,3,"Servant, The",0057490
1165,1963,3,Suzanne&#39;s Career,0056910
1166,1963,1,Winter Light,0057358
1167,1963,1,"Incredible Journey, The",0057180
1168,1963,1,Unearthly Stranger,0057623
1169,1963,3,It&#39;s a Mad Mad Mad Mad World,0057193
1170,1963,3,Cleopatra,0056937
1171,1963,1,Winnetou,0057687
1172,1963,3,Tamahine,0058636
